id,_id,product,severity,summary,bug_report_text,votes,op_sys,is_open,status,creation_time,comment_count,duplicates,blocks,flags,depends_on,keywords,classification,whiteboard,assigned_to,cf_performance_impact,severity_clean,project,label_stage1,text,has_bug_report_text,is_ci_log_like,has_stack_trace,has_steps_to_reproduce,summary_clean,bug_report_text_clean,model_text,has_bug_text,summary_len,bug_text_len,model_text_len,votes_log,comment_count_log,days_to_resolve_log,id_clean,pseudo_high_prob_all_signal,pseudo_label_all_signal,mismatch_type_all_signal,is_mismatch_all_signal,bug_id_clean_for_initial_priority,bugzilla_current_priority,bugzilla_current_priority_clean,initial_priority,initial_priority_clean,initial_priority_rank,initial_priority_is_set,initial_priority_is_p1_p2,initial_priority_valid_signal,initial_priority_signal_category,priority_changed,priority_change_count,first_priority_change_time,first_priority_removed,first_priority_added,priority_change_path,priority_confidence,history_ok,history_event_count,history_status_code,component,type,version,platform,cf_last_resolved,creator_contributor_match,creator_bugs_filed,creator_comments_made,creator_patches_submitted,creator_patches_reviewed,creator_bugs_poked,creator_bugs_filed_log,creator_comments_made_log,creator_patches_submitted_log,creator_patches_reviewed_log,creator_activity_score,creator_experience_level,creator_experience_rank,severity_lm,label_lm,text_final,project_norm,low_typo_wording,low_cosmetic,low_alignment_layout,low_icon_color_theme,low_documentation,low_localization,low_preference_minor,low_nitpick,low_enhancement_like,low_test_only,med_regression,med_function_broken,med_core_workflow,med_mail_account,med_sync_calendar,med_attachment,med_folder_message,med_data_visible_missing,med_performance_moderate,med_reproducible,med_platform_specific,med_accessibility,risk_crash,risk_security,risk_data_loss,risk_hang_freeze,risk_oom,risk_startup_blocker,anti_not_crash,anti_not_security,anti_minor_language,anti_workaround,anti_low_impact,low_pattern_count,medium_pattern_count,high_risk_pattern_count,anti_high_pattern_count,no_high_risk_signal,medium_minus_low_pattern_score,low_minus_medium_pattern_score,char_count,word_count,uppercase_ratio,punctuation_density,component_clean_lm,component_missing_lm,type_clean_lm,type_missing_lm,version_clean_lm,version_missing_lm,platform_clean_lm,platform_missing_lm,op_sys_clean_lm,op_sys_missing_lm,creator_experience_level_clean_lm,creator_experience_level_missing_lm,component_family_lm,initial_priority_clean_lm,initial_priority_rank_lm,initial_priority_is_p3_or_lower_lm,initial_priority_is_unset_lm,prob_medium,pred_lm,pred_severity_lm,true_severity_lm,threshold_used
1682139,1682139,Thunderbird,S3,If Message filters dialog height exceeds the height of the smaller of two monitors it is displayed on dialog is truncated on the small monitor,"Created attachment 9192866 FilterWindow.png +++ This bug was initially created as a clone of Bug #1633306 +++ Tools - Message filters. Select filter and click edit. If the secondary display used is smaller than the primary, the dailog is truncated. I would say this is a regression remaining after Bug 1633306 . Or a preexisting bug that is exposed by the fix.",0,All,1,NEW,2020-12-12T22:05:52Z,4.0,,,,,regression,Client Software,[filtermgmt],nobody@mozilla.org,,not_high,Thunderbird,not_high,"If Message filters dialog height exceeds the height of the smaller of two monitors it is displayed on dialog is truncated on the small monitor [SEP] Created attachment 9192866 FilterWindow.png +++ This bug was initially created as a clone of Bug #1633306 +++ Tools - Message filters. Select filter and click edit. If the secondary display used is smaller than the primary, the dailog is truncated. I would say this is a regression remaining after Bug 1633306 . Or a preexisting bug that is exposed by the fix.",1,0,0,0,If Message filters dialog height exceeds the height of the smaller of two monitors it is displayed on dialog is truncated on the small monitor,"Created attachment 9192866 FilterWindow.png +++ This bug was initially created as a clone of Bug #1633306 +++ Tools - Message filters. Select filter and click edit. If the secondary display used is smaller than the primary, the dailog is truncated. I would say this is a regression remaining after Bug 1633306 . Or a preexisting bug that is exposed by the fix.","If Message filters dialog height exceeds the height of the smaller of two monitors it is displayed on dialog is truncated on the small monitor [SEP] Created attachment 9192866 FilterWindow.png +++ This bug was initially created as a clone of Bug #1633306 +++ Tools - Message filters. Select filter and click edit. If the secondary display used is smaller than the primary, the dailog is truncated. I would say this is a regression remaining after Bug 1633306 . Or a preexisting bug that is exposed by the fix.",1,142,360,509,0.0,1.6094379124341005,0.0,1682139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,medium,1,"If Message filters dialog height exceeds the height of the smaller of two monitors it is displayed on dialog is truncated on the small monitor [SEP] Created attachment 9192866 FilterWindow.png +++ This bug was initially created as a clone of Bug #1633306 +++ Tools - Message filters. Select filter and click edit. If the secondary display used is smaller than the primary, the dailog is truncated. I would say this is a regression remaining after Bug 1633306 . Or a preexisting bug that is exposed by the fix.",Thunderbird,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,-2,509,88,0.03339882121807466,0.011787819253438114,unknown,1,unknown,1,unknown,1,unknown,1,all,0,unknown,1,other,UNKNOWN,99.0,0,1,0.5516587572295849,0,low,medium,0.62
1560707,1560707,Thunderbird,normal,Typo in header of class MozMailMultiEmailheaderfield,"The header of class MozMailMultiEmailheaderfield reads: /** * The mail-multiemail-headerfield widgets shows multiple emails. It collapses long rows and allows * toggling the full view open. This widget is typically used in the message header pane to show * addresses for To, Cc, Bcc, and any other addressing type header that can contain more than one * mailbox. * * extends {MozXULElement} */ But it acutally binds the XUL element mail-multi-emailheaderfield So the second dash is placed wrong. Also it would make life easier for addon developers if the renaming would be mentioned at https://developer.thunderbird.net/add-ons/tb68/changes",0,All,0,RESOLVED,2019-06-22T15:17:43Z,6.0,,,,1534511,,Client Software,,mkmelin+mozilla@iki.fi,,not_high,Thunderbird,not_high,"Typo in header of class MozMailMultiEmailheaderfield [SEP] The header of class MozMailMultiEmailheaderfield reads: /** * The mail-multiemail-headerfield widgets shows multiple emails. It collapses long rows and allows * toggling the full view open. This widget is typically used in the message header pane to show * addresses for To, Cc, Bcc, and any other addressing type header that can contain more than one * mailbox. * * extends {MozXULElement} */ But it acutally binds the XUL element mail-multi-emailheaderfield So the second dash is placed wrong. Also it would make life easier for addon developers if the renaming would be mentioned at https://developer.thunderbird.net/add-ons/tb68/changes",1,0,0,0,Typo in header of class MozMailMultiEmailheaderfield,"The header of class MozMailMultiEmailheaderfield reads: /** * The mail-multiemail-headerfield widgets shows multiple emails. It collapses long rows and allows * toggling the full view open. This widget is typically used in the message header pane to show * addresses for To, Cc, Bcc, and any other addressing type header that can contain more than one * mailbox. * * extends {MozXULElement} */ But it acutally binds the XUL element mail-multi-emailheaderfield So the second dash is placed wrong. Also it would make life easier for addon developers if the renaming would be mentioned at https://developer.thunderbird.net/add-ons/tb68/changes","Typo in header of class MozMailMultiEmailheaderfield [SEP] The header of class MozMailMultiEmailheaderfield reads: /** * The mail-multiemail-headerfield widgets shows multiple emails. It collapses long rows and allows * toggling the full view open. This widget is typically used in the message header pane to show * addresses for To, Cc, Bcc, and any other addressing type header that can contain more than one * mailbox. * * extends {MozXULElement} */ But it acutally binds the XUL element mail-multi-emailheaderfield So the second dash is placed wrong. Also it would make life easier for addon developers if the renaming would be mentioned at https://developer.thunderbird.net/add-ons/tb68/changes",1,52,640,699,0.0,1.9459101490553128,0.0,1560707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,medium,1,"Typo in header of class MozMailMultiEmailheaderfield [SEP] The header of class MozMailMultiEmailheaderfield reads: /** * The mail-multiemail-headerfield widgets shows multiple emails. It collapses long rows and allows * toggling the full view open. This widget is typically used in the message header pane to show * addresses for To, Cc, Bcc, and any other addressing type header that can contain more than one * mailbox. * * extends {MozXULElement} */ But it acutally binds the XUL element mail-multi-emailheaderfield So the second dash is placed wrong. Also it would make life easier for addon developers if the renaming would be mentioned at https://developer.thunderbird.net/add-ons/tb68/changes",Thunderbird,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,-1,1,699,102,0.04291845493562232,0.011444921316165951,unknown,1,unknown,1,unknown,1,unknown,1,all,0,unknown,1,other,UNKNOWN,99.0,0,1,0.6099185593905584,0,low,medium,0.62
1785238,673b17e69a667681da2e21a4,Thunderbird,S3,Import dialog gets corrupted when themes are being used,,0,Unspecified,0,RESOLVED,2022-08-17 12:44:21+00:00,3.0,[],[],[],[],[],Client Software,,nobody@mozilla.org,,not_high,Thunderbird,not_high,Import dialog gets corrupted when themes are being used,0,0,0,0,Import dialog gets corrupted when themes are being used,,Import dialog gets corrupted when themes are being used,1,55,0,55,0.0,1.3862943611198906,0.0,1785238,,,,,1785238.0,P3,P3,--,--,99.0,0.0,0.0,0.0,EXCLUDE_INITIAL_UNSET,True,1.0,2022-08-17T20:51:26Z,--,P3,-- -> P3,from_first_priority_change_removed_value,1.0,10.0,200.0,Theme,defect,Thunderbird 91,Unspecified,2022-08-17T23:18:13Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.0,medium,1,Import dialog gets corrupted when themes are being used,Thunderbird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,9,0.01818181818181818,0.0,theme,0,defect,0,thunderbird 91,0,unknown,1,unknown,1,unknown,1,ui,--,99.0,0,1,0.4555254784123572,0,low,medium,0.62
1860148,673a9108fa6c5c73eb03f37f,Thunderbird,S3,Cards View: Basic fix to existing tooltip that shows which tags a message has,"Right now, the tooltip has a list of tags with no space for separation.

At a minimum, there should be commas with a space in between.

Update: We may explore an unordered list in the future, but this is beyond the scope of this ticket.",0,Unspecified,0,RESOLVED,2023-10-19 18:51:13+00:00,7.0,[],"[1855769, 1856442]",[],[],[],Client Software,,solange@thunderbird.net,,not_high,Thunderbird,not_high,"Cards View: Basic fix to existing tooltip that shows which tags a message has [SEP] Right now, the tooltip has a list of tags with no space for separation. At a minimum, there should be commas with a space in between. Update: We may explore an unordered list in the future, but this is beyond the scope of this ticket.",1,0,0,0,Cards View: Basic fix to existing tooltip that shows which tags a message has,"Right now, the tooltip has a list of tags with no space for separation. At a minimum, there should be commas with a space in between. Update: We may explore an unordered list in the future, but this is beyond the scope of this ticket.","Cards View: Basic fix to existing tooltip that shows which tags a message has [SEP] Right now, the tooltip has a list of tags with no space for separation. At a minimum, there should be commas with a space in between. Update: We may explore an unordered list in the future, but this is beyond the scope of this ticket.",1,77,234,318,0.0,2.079441541679836,2.4849066497880004,1860148,,,,,1860148.0,P2,P2,P1,P1,1.0,1.0,1.0,1.0,VALID_INITIAL_P1_P2,True,1.0,2023-10-25T14:22:31Z,P1,P2,P1 -> P2,from_first_priority_change_removed_value,1.0,24.0,200.0,Folder and Message Lists,defect,Thunderbird 120,Unspecified,2023-10-31T04:09:20Z,1.0,159.0,743.0,110.0,0.0,522.0,5.075173815233827,6.612041034833092,4.709530201312334,0.0,4.801901154845998,expert,4.0,medium,1,"Cards View: Basic fix to existing tooltip that shows which tags a message has [SEP] Right now, the tooltip has a list of tags with no space for separation. At a minimum, there should be commas with a space in between. Update: We may explore an unordered list in the future, but this is beyond the scope of this ticket.",Thunderbird,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,318,60,0.031446540880503145,0.015723270440251572,folder and message lists,0,defect,0,thunderbird 120,0,unknown,1,unknown,1,expert,0,mail_core,P1,1.0,0,0,0.276425741396531,0,low,medium,0.62
1610434,1610434,Thunderbird,normal,Redundant space at the right end of Tab bar (when Menu bar is enabled),"Created attachment 9121976 Thunderbird-68_TabBar_RightEnd_(ClassicTheme_ActiveWindowBorder_Top).png User Agent: Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.118 Safari/537.36 Actual results: Redundant space at the right end of Tab bar (when Menu bar is enabled) See the image. v60 is OK. (It's OK when mail.tabs.autoHide=True.)",0,Unspecified,0,RESOLVED,2020-01-21T07:32:30Z,7.0,,,,,,Client Software,,richard.marti@gmail.com,,not_high,Thunderbird,not_high,"Redundant space at the right end of Tab bar (when Menu bar is enabled) [SEP] Created attachment 9121976 Thunderbird-68_TabBar_RightEnd_(ClassicTheme_ActiveWindowBorder_Top).png User Agent: Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.118 Safari/537.36 Actual results: Redundant space at the right end of Tab bar (when Menu bar is enabled) See the image. v60 is OK. (It's OK when mail.tabs.autoHide=True.)",1,0,0,1,Redundant space at the right end of Tab bar (when Menu bar is enabled),"Created attachment 9121976 Thunderbird-68_TabBar_RightEnd_(ClassicTheme_ActiveWindowBorder_Top).png User Agent: Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.118 Safari/537.36 Actual results: Redundant space at the right end of Tab bar (when Menu bar is enabled) See the image. v60 is OK. (It's OK when mail.tabs.autoHide=True.)","Redundant space at the right end of Tab bar (when Menu bar is enabled) [SEP] Created attachment 9121976 Thunderbird-68_TabBar_RightEnd_(ClassicTheme_ActiveWindowBorder_Top).png User Agent: Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.118 Safari/537.36 Actual results: Redundant space at the right end of Tab bar (when Menu bar is enabled) See the image. v60 is OK. (It's OK when mail.tabs.autoHide=True.)",1,70,367,444,0.0,2.079441541679836,0.0,1610434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,medium,1,"Redundant space at the right end of Tab bar (when Menu bar is enabled) [SEP] Created attachment 9121976 Thunderbird-68_TabBar_RightEnd_(ClassicTheme_ActiveWindowBorder_Top).png User Agent: Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.118 Safari/537.36 Actual results: Redundant space at the right end of Tab bar (when Menu bar is enabled) See the image. v60 is OK. (It's OK when mail.tabs.autoHide=True.)",Thunderbird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,-2,444,57,0.10585585585585586,0.033783783783783786,unknown,1,unknown,1,unknown,1,unknown,1,unknown,1,unknown,1,other,UNKNOWN,99.0,0,1,0.3465868172132954,0,low,medium,0.62
1857390,673ab4fbfa6c5c73eb043ff9,Thunderbird,S3,Keyboard move message command works in inbox pane but not message pane,,0,Unspecified,1,NEW,2023-10-06 03:47:48+00:00,3.0,[],[],[],[],"['regression', 'triaged']",Client Software,,nobody@mozilla.org,,not_high,Thunderbird,not_high,Keyboard move message command works in inbox pane but not message pane,0,0,0,0,Keyboard move message command works in inbox pane but not message pane,,Keyboard move message command works in inbox pane but not message pane,1,70,0,70,0.0,1.3862943611198906,0.0,1857390,,,,,1857390.0,--,--,--,--,99.0,0.0,0.0,0.0,EXCLUDE_INITIAL_UNSET,False,0.0,,,,--,history_ok_no_priority_change_current_priority_fallback,1.0,10.0,200.0,Mail Window Front End,defect,Thunderbird 115,Unspecified,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.0,medium,1,Keyboard move message command works in inbox pane but not message pane,Thunderbird,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,-2,70,12,0.014285714285714285,0.0,mail window front end,0,defect,0,thunderbird 115,0,unknown,1,unknown,1,unknown,1,mail_core,--,99.0,0,1,0.3748724540348826,0,low,medium,0.62
1651536,1651536,Thunderbird,normal,Build busted: 'base/process_util.h' file not found,**Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=309051390&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/BoMp59wzQLqOpknhijFH4Q/runs/0/artifacts/public/logs/live_backing.log ---,0,Unspecified,0,RESOLVED,2020-07-08T23:35:11Z,3.0,,,,,regression,Client Software,,geoff@thunderbird.net,,not_high,Thunderbird,not_high,Build busted: 'base/process_util.h' file not found [SEP] **Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=309051390&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/BoMp59wzQLqOpknhijFH4Q/runs/0/artifacts/public/logs/live_backing.log ---,1,0,0,0,Build busted: 'base/process_util.h' file not found,**Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=309051390&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/BoMp59wzQLqOpknhijFH4Q/runs/0/artifacts/public/logs/live_backing.log ---,Build busted: 'base/process_util.h' file not found [SEP] **Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=309051390&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/BoMp59wzQLqOpknhijFH4Q/runs/0/artifacts/public/logs/live_backing.log ---,1,50,285,342,0.0,1.3862943611198906,0.0,1651536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,medium,1,Build busted: 'base/process_util.h' file not found [SEP] **Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=309051390&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/BoMp59wzQLqOpknhijFH4Q/runs/0/artifacts/public/logs/live_backing.log ---,Thunderbird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,342,19,0.043859649122807015,0.04678362573099415,unknown,1,unknown,1,unknown,1,unknown,1,unknown,1,unknown,1,other,UNKNOWN,99.0,0,1,0.1829838919564204,0,low,medium,0.62
1646720,1646720,Thunderbird,normal,"Intermittent comm/mail/test/browser/smime/browser_multipartAlternative.js | Uncaught exception - at resource://testing-common/mozmill/FolderDisplayHelpers.jsm:1300 - Error: Thought we would find row 0 at 114,9 but we found -1",**Filed by:** mkmelin+mozilla [at] iki.fi **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=306765547&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/KuOrDPK-SHGdHN-CO-LspQ/runs/0/artifacts/public/logs/live_backing.log ---,0,Unspecified,0,RESOLVED,2020-06-18T13:20:25Z,3.0,,,,,intermittent-failure,Client Software,,nobody@mozilla.org,,not_high,Thunderbird,not_high,"Intermittent comm/mail/test/browser/smime/browser_multipartAlternative.js | Uncaught exception - at resource://testing-common/mozmill/FolderDisplayHelpers.jsm:1300 - Error: Thought we would find row 0 at 114,9 but we found -1 [SEP] **Filed by:** mkmelin+mozilla [at] iki.fi **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=306765547&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/KuOrDPK-SHGdHN-CO-LspQ/runs/0/artifacts/public/logs/live_backing.log ---",1,0,1,0,"Intermittent comm/mail/test/browser/smime/browser_multipartAlternative.js | Uncaught exception - at resource://testing-common/mozmill/FolderDisplayHelpers.jsm:1300 - Error: Thought we would find row 0 at 114,9 but we found -1",**Filed by:** mkmelin+mozilla [at] iki.fi **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=306765547&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/KuOrDPK-SHGdHN-CO-LspQ/runs/0/artifacts/public/logs/live_backing.log ---,"Intermittent comm/mail/test/browser/smime/browser_multipartAlternative.js | Uncaught exception - at resource://testing-common/mozmill/FolderDisplayHelpers.jsm:1300 - Error: Thought we would find row 0 at 114,9 but we found -1 [SEP] **Filed by:** mkmelin+mozilla [at] iki.fi **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=306765547&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/KuOrDPK-SHGdHN-CO-LspQ/runs/0/artifacts/public/logs/live_backing.log ---",1,225,287,519,0.0,1.3862943611198906,0.0,1646720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,medium,1,"Intermittent comm/mail/test/browser/smime/browser_multipartAlternative.js | Uncaught exception - at resource://testing-common/mozmill/FolderDisplayHelpers.jsm:1300 - Error: Thought we would find row 0 at 114,9 but we found -1 [SEP] **Filed by:** mkmelin+mozilla [at] iki.fi **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=306765547&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/KuOrDPK-SHGdHN-CO-LspQ/runs/0/artifacts/public/logs/live_backing.log ---",Thunderbird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,519,35,0.05394990366088632,0.036608863198458574,unknown,1,unknown,1,unknown,1,unknown,1,unknown,1,unknown,1,other,UNKNOWN,99.0,0,1,0.27229146408302796,0,low,medium,0.62
1604359,1604359,Thunderbird,normal,Intermittent browser_manager.js | Should be displaying 4 accounts - 4 == 0 - JS frame :: chrome://mochitests/content/browser/comm/mail/test/browser/cloudfile/browser_manager.js :: test_load_accounts_and_properly_order :: line 97,**Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=281461814&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/at2qj9G9TVmkusy31HFFUA/runs/0/artifacts/public/logs/live_backing.log ---,0,Unspecified,0,RESOLVED,2019-12-17T00:37:44Z,11.0,,,,,intermittent-failure,Client Software,,geoff@thunderbird.net,,not_high,Thunderbird,not_high,Intermittent browser_manager.js | Should be displaying 4 accounts - 4 == 0 - JS frame :: chrome://mochitests/content/browser/comm/mail/test/browser/cloudfile/browser_manager.js :: test_load_accounts_and_properly_order :: line 97 [SEP] **Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=281461814&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/at2qj9G9TVmkusy31HFFUA/runs/0/artifacts/public/logs/live_backing.log ---,1,0,0,0,Intermittent browser_manager.js | Should be displaying 4 accounts - 4 == 0 - JS frame :: chrome://mochitests/content/browser/comm/mail/test/browser/cloudfile/browser_manager.js :: test_load_accounts_and_properly_order :: line 97,**Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=281461814&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/at2qj9G9TVmkusy31HFFUA/runs/0/artifacts/public/logs/live_backing.log ---,Intermittent browser_manager.js | Should be displaying 4 accounts - 4 == 0 - JS frame :: chrome://mochitests/content/browser/comm/mail/test/browser/cloudfile/browser_manager.js :: test_load_accounts_and_properly_order :: line 97 [SEP] **Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=281461814&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/at2qj9G9TVmkusy31HFFUA/runs/0/artifacts/public/logs/live_backing.log ---,1,228,285,520,0.0,2.4849066497880004,0.0,1604359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,medium,1,Intermittent browser_manager.js | Should be displaying 4 accounts - 4 == 0 - JS frame :: chrome://mochitests/content/browser/comm/mail/test/browser/cloudfile/browser_manager.js :: test_load_accounts_and_properly_order :: line 97 [SEP] **Filed by:** geoff [at] darktrojan.net **Parsed log:** https://treeherder.mozilla.org/logviewer.html#?job_id=281461814&repo=comm-central **Full log:** https://firefox-ci-tc.services.mozilla.com/api/queue/v1/task/at2qj9G9TVmkusy31HFFUA/runs/0/artifacts/public/logs/live_backing.log ---,Thunderbird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,520,35,0.03461538461538462,0.04423076923076923,unknown,1,unknown,1,unknown,1,unknown,1,unknown,1,unknown,1,other,UNKNOWN,99.0,0,1,0.1096831068664466,0,low,medium,0.62
1834656,673bea63fa6c5c73eb06b619,Thunderbird,S3,Resizing column width is very difficult since version 115.  Improve the elastic resizing of the tree view columns.,,1,All,1,NEW,2023-05-23 22:44:53+00:00,28.0,"[1850677, 1853363, 1854705, 1855116, 1860593, 1868163, 1884083, 1885233, 1900675]",[1811375],[],[1850893],['regression'],Client Software,[Supernova3p],nobody@mozilla.org,,not_high,Thunderbird,not_high,Resizing column width is very difficult since version 115. Improve the elastic resizing of the tree view columns.,0,0,0,0,Resizing column width is very difficult since version 115. Improve the elastic resizing of the tree view columns.,,Resizing column width is very difficult since version 115. Improve the elastic resizing of the tree view columns.,1,113,0,113,0.6931471805599453,3.367295829986474,0.0,1834656,,,,,1834656.0,P3,P3,--,--,99.0,0.0,0.0,0.0,EXCLUDE_INITIAL_UNSET,True,1.0,2023-07-11T23:13:45Z,--,P3,-- -> P3,from_first_priority_change_removed_value,1.0,82.0,200.0,Folder and Message Lists,defect,Thunderbird 115,Unspecified,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.0,medium,1,Resizing column width is very difficult since version 115. Improve the elastic resizing of the tree view columns.,Thunderbird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113,18,0.017699115044247787,0.017699115044247787,folder and message lists,0,defect,0,thunderbird 115,0,unknown,1,all,0,unknown,1,mail_core,--,99.0,0,1,0.27147022682909766,0,low,medium,0.62
